type,name,label::English (en),required,default,relevant,appearance,constraint,constraint_message::English (en),label::Arabic (ar),constraint_message::Arabic (ar),choice_filter,calculation,hint::English (en),hint::Arabic (ar),repeat_count,parameters
integer,no_difficulty_carrying_activities_female_adults,1. No difficulty carrying out daily activities,yes,,,,.>=0 and .<= ${nb_adults_female},,áÇ ÊæÌÏ ÕÚæÈÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ,,,,,,,
integer,minor_difficulties_carrying_activities_female_adults,2. Minor difficulties carrying out daily activities but does not need assistance or attention,yes,,,,.>=0 and .<= ${nb_adults_female},,ÕÚæÈÇÊ ÈÓíØÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æáßäå áÇ íÍÊÇÌ Åáì ãÓÇÚÏÉ Ãæ ÇåÊãÇã,,,,,,,
integer,some_difficulties_carrying_activities_female_adults,"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",yes,,,,.>=0 and .<= ${nb_adults_female},,ÈÚÖ ÇáÕÚæÈÇÊ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ÈÚÖ ÇáãÓÇÚÏÉ æÇáÇåÊãÇã (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 1-2 ÓÇÚÇÊ / íæã),,,,,,,
integer,alot_difficulties_carrying_activities_female_adults,"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",yes,,,,.>=0 and .<= ${nb_adults_female},,ÕÚæÈÉ ßÈíÑÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ŞÏÑ ßÈíÑ ãä ÇáãÓÇÚÏÉ æÇáÇäÊÈÇå (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 3-6 ÓÇÚÇÊ / íæã),,,,,,,
integer,cannot_carry_activities_female_adults,5. Cannot carry out daily activities independently and needs permanent assistance and attention,yes,,,,.>=0 and .<= ${nb_adults_female},,áÇ íãßä ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ ÈÔßá ãÓÊŞá æíÍÊÇÌ Åáì ãÓÇÚÏÉ æÇåÊãÇã ÏÇÆã,,,,,,,
end_group,,,,,,,,,,,,,,,,
calculate,physical_cognitive_difficulties_female_adults_calc,,,,,,,,,,,${no_difficulty_carrying_activities_female_adults}+${minor_difficulties_carrying_activities_female_adults}+${some_difficulties_carrying_activities_female_adults}+${alot_difficulties_carrying_activities_female_adults}+${cannot_carry_activities_female_adults},,,,
note,physical_cognitive_difficulties_female_adults_err,The total number of female adults  that have physical or cognitive difficulties is greater than the total female adults in the HH,yes,,${physical_cognitive_difficulties_female_adults_calc} > ${nb_adults_female},,,,ÅÌãÇáí ÚÏÏ ÈÇáÛæä 18-64: (ÃäËì) ÇáĞíä íÚÇäæä ÅÚÇŞÉ ÌÓÏíÉ Ãæ ÇÏÑÇßíÉ ÃßÈÑ ãä ÅÌãÇáí ÈÇáÛæä 18-64: (ÃäËì) ÇáÃÓÑÉ,,,,,,,
select_one physical_cognitive_difficulties_cause,physical_cognitive_difficulties_cause_female_adults,What was the cause of the disability?,yes,,${physical_cognitive_difficulties_female_adults_calc} > 0,quick,,,ãÇ åæ ÓÈÈ ÇáÅÚÇŞÉ¿,,,,,,,
text,physical_cognitive_difficulties_cause_female_adults_other,"If other, Please specify",yes,,${physical_cognitive_difficulties_cause_female_adults}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,physical_cognitive_difficulties_male_elderly,How many male elderly fall into each of the following categories,yes,,"selected(${physical_cognitive_difficulties},'yes_male_elderly')",,,, ßã ÚÏÏ ßÈÇÑ ÇáÓä 65+ ÓäÉ: (ĞßÑ) ÇáĞíä íäÏÑÌæä İí ßá İÆÉ ãä ÇáİÆÇÊ ÇáÊÇáíÉ:,,,,,,,
integer,no_difficulty_carrying_activities_male_elderly,1. No difficulty carrying out daily activities,yes,,,,.>=0 and .<= ${nb_elderly_male},,áÇ ÊæÌÏ ÕÚæÈÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ,,,,,,,
integer,minor_difficulties_carrying_activities_male_elderly,2. Minor difficulties carrying out daily activities but does not need assistance or attention,yes,,,,.>=0 and .<= ${nb_elderly_male},,ÕÚæÈÇÊ ÈÓíØÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æáßäå áÇ íÍÊÇÌ Åáì ãÓÇÚÏÉ Ãæ ÇåÊãÇã,,,,,,,
integer,some_difficulties_carrying_activities_male_elderly,"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",yes,,,,.>=0 and .<= ${nb_elderly_male},,ÈÚÖ ÇáÕÚæÈÇÊ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ÈÚÖ ÇáãÓÇÚÏÉ æÇáÇåÊãÇã (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 1-2 ÓÇÚÇÊ / íæã),,,,,,,
integer,alot_difficulties_carrying_activities_male_elderly,"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",yes,,,,.>=0 and .<= ${nb_elderly_male},,ÕÚæÈÉ ßÈíÑÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ŞÏÑ ßÈíÑ ãä ÇáãÓÇÚÏÉ æÇáÇäÊÈÇå (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 3-6 ÓÇÚÇÊ / íæã),,,,,,,
integer,cannot_carry_activities_male_elderly,5. Cannot carry out daily activities independently and needs permanent assistance and attention,yes,,,,.>=0 and .<= ${nb_elderly_male},,áÇ íãßä ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ ÈÔßá ãÓÊŞá æíÍÊÇÌ Åáì ãÓÇÚÏÉ æÇåÊãÇã ÏÇÆã,,,,,,,
end_group,,,,,,,,,,,,,,,,
calculate,physical_cognitive_difficulties_male_elderly_calc,,,,,,,,,,,${no_difficulty_carrying_activities_male_elderly}+${minor_difficulties_carrying_activities_male_elderly}+${some_difficulties_carrying_activities_male_elderly}+${alot_difficulties_carrying_activities_male_elderly}+${cannot_carry_activities_male_elderly},,,,
note,physical_cognitive_difficulties_male_elderly_err,The total number of male elderly that have physical or cognitive difficulties is greater than the total male elderly in the HH,yes,,${physical_cognitive_difficulties_male_elderly_calc} > ${nb_elderly_male},,,,ÅÌãÇáí ÚÏÏ ßÈÇÑ ÇáÓä 65+ ÓäÉ: (ĞßÑ) ÇáĞíä íÚÇäæä ÅÚÇŞÉ ÌÓÏíÉ Ãæ ÇÏÑÇßíÉ ÃßÈÑ ãä ÅÌãÇáí ßÈÇÑ ÇáÓä 65+ ÓäÉ: (ĞßÑ) ÇáÃÓÑÉ,,,,,,,
select_one physical_cognitive_difficulties_cause,physical_cognitive_difficulties_cause_male_elderly,What was the cause of the disability?,yes,,${physical_cognitive_difficulties_male_elderly_calc} > 0,quick,,,ãÇ åæ ÓÈÈ ÇáÅÚÇŞÉ¿,,,,,,,
text,physical_cognitive_difficulties_cause_male_elderly_other,"If other, Please specify",yes,,${physical_cognitive_difficulties_cause_male_elderly}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,physical_cognitive_difficulties_female_elderly,How many female elderly fall into each of the following categories,yes,,"selected(${physical_cognitive_difficulties},'yes_female_elderly')",,,, ßã ÚÏÏ ßÈÇÑ ÇáÓä 65+ ÓäÉ: (ÃäËì) ÇáĞíä íäÏÑÌæä İí ßá İÆÉ ãä ÇáİÆÇÊ ÇáÊÇáíÉ:,,,,,,,
integer,no_difficulty_carrying_activities_female_elderly,1. No difficulty carrying out daily activities,yes,,,,.>=0 and .<= ${nb_elderly_female},,áÇ ÊæÌÏ ÕÚæÈÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ,,,,,,,
integer,minor_difficulties_carrying_activities_female_elderly,2. Minor difficulties carrying out daily activities but does not need assistance or attention,yes,,,,.>=0 and .<= ${nb_elderly_female},,ÕÚæÈÇÊ ÈÓíØÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æáßäå áÇ íÍÊÇÌ Åáì ãÓÇÚÏÉ Ãæ ÇåÊãÇã,,,,,,,
integer,some_difficulties_carrying_activities_female_elderly,"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",yes,,,,.>=0 and .<= ${nb_elderly_female},,ÈÚÖ ÇáÕÚæÈÇÊ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ÈÚÖ ÇáãÓÇÚÏÉ æÇáÇåÊãÇã (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 1-2 ÓÇÚÇÊ / íæã),,,,,,,
integer,alot_difficulties_carrying_activities_female_elderly,"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",yes,,,,.>=0 and .<= ${nb_elderly_female},,ÕÚæÈÉ ßÈíÑÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ŞÏÑ ßÈíÑ ãä ÇáãÓÇÚÏÉ æÇáÇäÊÈÇå (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 3-6 ÓÇÚÇÊ / íæã),,,,,,,
integer,cannot_carry_activities_female_elderly,5. Cannot carry out daily activities independently and needs permanent assistance and attention,yes,,,,.>=0 and .<= ${nb_elderly_female},,áÇ íãßä ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ ÈÔßá ãÓÊŞá æíÍÊÇÌ Åáì ãÓÇÚÏÉ æÇåÊãÇã ÏÇÆã,,,,,,,
end_group,,,,,,,,,,,,,,,,
calculate,physical_cognitive_difficulties_female_elderly_calc,,,,,,,,,,,${no_difficulty_carrying_activities_female_elderly}+${minor_difficulties_carrying_activities_female_elderly}+${some_difficulties_carrying_activities_female_elderly}+${alot_difficulties_carrying_activities_female_elderly}+${cannot_carry_activities_female_elderly},,,,
note,physical_cognitive_difficulties_female_elderly_err,The total number of female elderly that have physical or cognitive difficulties is greater than the total female elderly in the HH,yes,,${physical_cognitive_difficulties_female_elderly_calc} > ${nb_elderly_female},,,,ÅÌãÇáí ÚÏÏ ßÈÇÑ ÇáÓä 65+ ÓäÉ: (ÃäËì) ÇáĞíä íÚÇäæä ÅÚÇŞÉ ÌÓÏíÉ Ãæ ÇÏÑÇßíÉ ÃßÈÑ ãä ÅÌãÇáí ßÈÇÑ ÇáÓä 65+ ÓäÉ: (ÃäËì) ÇáÃÓÑÉ,,,,,,,
select_one physical_cognitive_difficulties_cause,physical_cognitive_difficulties_cause_female_elderly,What was the cause of the disability?,yes,,${physical_cognitive_difficulties_female_elderly_calc} > 0,quick,,,ãÇ åæ ÓÈÈ ÇáÅÚÇŞÉ¿,,,,,,,
text,physical_cognitive_difficulties_cause_female_elderly_other,"If other, Please specify",yes,,${physical_cognitive_difficulties_cause_female_elderly}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one physical_cognitive_access_healthcare,physical_cognitive_access_healthcare,Do they have adequate access to the health care that they need to treat or manage their condition?,yes,,"not(selected(${physical_cognitive_difficulties},'no')) and not(selected(${physical_cognitive_difficulties},'dwta')) and not(selected(${physical_cognitive_difficulties},'dk'))",quick,,,İåá ÈÇãßÇäß/ ÇãßÇäåã ÇáÍÕæá Úáì ÇáÑÚÇíÉ ÇáÕÍíÉ ÇáãØáæÈÉ¿,,,,"If respondents do not understand what is meant by ""health care services,"" tell them that this means medical consultations, tests, medicines and equipment","ÅĞÇ áã íİåã ÇáãÌíÈæä ãÚäì ÇáãŞÕæÏ ÈÜ ""ÎÏãÇÊ ÇáÑÚÇíÉ ÇáÕÍíÉ"" ¡ İÃÎÈÑåã Ãä åĞÇ íÚäí ÇáÇÓÊÔÇÑÇÊ ÇáØÈíÉ æÇáÇÎÊÈÇÑÇÊ æÇáÃÏæíÉ æÇáãÚÏÇÊ",,
select_multiple physical_cognitive_services_unavailable,physical_cognitive_services_unavailable,What are the services that are not available (when needed or prescribed)?,yes,,${physical_cognitive_access_healthcare}='physical_cognitive_limited_access' or ${physical_cognitive_access_healthcare}='physical_cognitive_noaccess',,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",İí ÍÇáÉ ÚÏã ÇáæÕæá Ãæ ÇáæÕæá ÇáãÍÏæÏ¡ ãÇ åí ÇáÎÏãÇÊ ÇáÊí ÊæÇÌå ãÔßáÇÊ ÇáæÕæá ÇáíåÇ¿ (ÚäÏ ÇáÍÇÌÉ),"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,physical_cognitive_services_unavailable_other,"If other, Please specify",yes,,"selected(${physical_cognitive_services_unavailable},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
note,hi_tripoli,"You have said that at least one member of your household has physical or cognitive difficulties which impact their ability to carry out day-to-day activities. There is an international organization called Handicap International which operates in Tripoli and may be able to offer support. To learn if your household member is eligible for this support, here is a phone number that you can call, if you wish: 092 307 2273.",,,"${mantika}='LY0211' and not(selected(${physical_cognitive_difficulties},'no')) and not(selected(${physical_cognitive_difficulties},'dk')) and not(selected(${physical_cognitive_difficulties},'dwta'))",,,,ÅĞÇ ßÇä ÑÈ ÇáÇÓÑÉ ãæÌæÏ İí ãäØŞÉ ØÑÇÈáÓ æßÇä áÏíå ÚÖæ æÇÍÏ İí ÇáÇÓÑÉ Úáì ÇáÃŞá Ğæ ÅÚÇŞÉ:áŞÏ ŞáÊ Åä İÑÏğÇ æÇÍÏğÇ Úáì ÇáÃŞá ãä ÃİÑÇÏ ÃÓÑÊß íÚÇäí ãä ÕÚæÈÇÊ ÌÓÏíÉ Ãæ ãÚÑİíÉ ÊÄËÑ Úáì ŞÏÑÊå Úáì ÇáŞíÇã ÈÃäÔØÉ íæãíÉ. åäÇß ãäÙãÉ ÏæáíÉ ÊÏÚì åÇäÏíßÇÈ ÅäÊÑäÇÔæäÇá ÊÚãá İí ØÑÇÈáÓ æŞÏ Êßæä ŞÇÏÑÉ Úáì ÊŞÏíã ÇáÏÚã. áãÚÑİÉ ãÇ ÅĞÇ ßÇä ÃÍÏ ÃİÑÇÏ ÃÓÑÊß ãÄåáğÇ ááÍÕæá Úáì åĞÇ ÇáÏÚã ¡ Åáíß ÑŞã åÇÊİ íãßäß ÇáÇÊÕÇá Èå ¡ ÅĞÇ ßäÊ ÊÑÛÈ İí Ğáß: 0923072273,,,,,,,
note,hi_misrata,"You have said that at least one member of your household has physical or cognitive difficulties which impact their ability to carry out day-to-day activities. There is an international organization called Handicap International which operates in Tripoli and may be able to offer support. To learn if your household member is eligible for this support, here is a phone number that you can call, if you wish: 092 307 2276.",,,"${mantika}='LY0214' and not(selected(${physical_cognitive_difficulties},'no')) and not(selected(${physical_cognitive_difficulties},'dk')) and not(selected(${physical_cognitive_difficulties},'dwta'))",,,,ÅĞÇ ßÇä ÑÈ ÇáÇÓÑÉ ãæÌæÏ İí ãäØŞÉ ãÕÑÇÊÉ æßÇä áÏíå ÚÖæ æÇÍÏ İí ÇáÇÓÑÉ Úáì ÇáÃŞá Ğæ ÅÚÇŞÉ:áŞÏ ŞáÊ Åä İÑÏğÇ æÇÍÏğÇ Úáì ÇáÃŞá ãä ÃİÑÇÏ ÃÓÑÊß íÚÇäí ãä ÕÚæÈÇÊ ÌÓÏíÉ Ãæ ãÚÑİíÉ ÊÄËÑ Úáì ŞÏÑÊå Úáì ÇáŞíÇã ÈÃäÔØÉ íæãíÉ. åäÇß ãäÙãÉ ÏæáíÉ ÊÏÚì åÇäÏíßÇÈ ÅäÊÑäÇÔæäÇá ÊÚãá İí ØÑÇÈáÓ æŞÏ Êßæä ŞÇÏÑÉ Úáì ÊŞÏíã ÇáÏÚã. áãÚÑİÉ ãÇ ÅĞÇ ßÇä ÃÍÏ ÃİÑÇÏ ÃÓÑÊß ãÄåáğÇ ááÍÕæá Úáì åĞÇ ÇáÏÚã ¡ Åáíß ÑŞã åÇÊİ íãßäß ÇáÇÊÕÇá Èå ¡ ÅĞÇ ßäÊ ÊÑÛÈ İí Ğáß: 0923072276,,,,,,,
note,hi_benghazi,"You have said that at least one member of your household has physical or cognitive difficulties which impact their ability to carry out day-to-day activities. There is an international organization called Handicap International which operates in Tripoli and may be able to offer support. To learn if your household member is eligible for this support, here is a phone number that you can call, if you wish: 094 424 3979.",,,"${mantika}='LY0103' and not(selected(${physical_cognitive_difficulties},'no')) and not(selected(${physical_cognitive_difficulties},'dk')) and not(selected(${physical_cognitive_difficulties},'dwta'))",,,,ÅĞÇ ßÇä ÑÈ ÇáÇÓÑÉ ãæÌæÏ İí ãäØŞÉ ÈäÛÇÒí æßÇä áÏíå ÚÖæ æÇÍÏ İí ÇáÇÓÑÉ Úáì ÇáÃŞá Ğæ ÅÚÇŞÉ:áŞÏ ŞáÊ Åä İÑÏğÇ æÇÍÏğÇ Úáì ÇáÃŞá ãä ÃİÑÇÏ ÃÓÑÊß íÚÇäí ãä ÕÚæÈÇÊ ÌÓÏíÉ Ãæ ãÚÑİíÉ ÊÄËÑ Úáì ŞÏÑÊå Úáì ÇáŞíÇã ÈÃäÔØÉ íæãíÉ. åäÇß ãäÙãÉ ÏæáíÉ ÊÏÚì åÇäÏíßÇÈ ÅäÊÑäÇÔæäÇá ÊÚãá İí ØÑÇÈáÓ æŞÏ Êßæä ŞÇÏÑÉ Úáì ÊŞÏíã ÇáÏÚã. áãÚÑİÉ ãÇ ÅĞÇ ßÇä ÃÍÏ ÃİÑÇÏ ÃÓÑÊß ãÄåáğÇ ááÍÕæá Úáì åĞÇ ÇáÏÚã ¡ Åáíß ÑŞã åÇÊİ íãßäß ÇáÇÊÕÇá Èå ¡ ÅĞÇ ßäÊ ÊÑÛÈ İí Ğáß: 0944243979,,,,,,,
select_one yes_no_dk_dwta,changes_behaviors_minors,"Among the members of your household who are younger than 18, has the conflict or the household's displacement caused negative changes in their behaviours?",yes,,${nb_under18}>0,quick,,,ãä Èíä ÃİÑÇÏ ÃÓÑÊß ÇáĞíä ÊŞá ÃÚãÇÑåã Úä 18 ÚÇãğÇ¡ åá ÊÓÈÈ ÇáäÒÇÚ Ãæ äÒæÍ ÇáÃÓÑÉ İí ÍÏæË ÊÛííÑÇÊ ÓáÈíÉ İí ÓáæßíÇÊåã¿,,,,,,,
select_multiple negative_behaviour_0_12,negative_behaviour_0_12,"For any children aged 0-12, what negative behaviour changes has the household observed?",yes,,${changes_behaviors_minors}='yes',,"not(selected(., 'no_children_0_12')) and not(selected(., 'no_negative_behaviour_changes_0_12')) or count-selected(.) = 1","Cannot select ""No children in the household aged 0-12"" or ""No negative behavior changes in children aged 0-12"" with other options",ÈÇáäÓÈÉ ááÃØİÇá ÇáĞíä ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 0-12¡ ãÇ åí ÇáÊÛííÑÇÊ ÇáÓáÈíÉ İí ÇáÓáæß ÇáÊí áÇÍÙÊåÇ ÇáÃÓÑÉ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ íæÌÏ ÃØİÇá İí ÇáÃÓÑÉ  ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 0-12"" Ãæ ""áÇ íÊÛíÑ ÇáÓáæß ÇáÓáÈí ÚäÏ ÇáÃØİÇá ÇáĞíä ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 0-12"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
select_multiple negative_behaviour_13_17,negative_behaviour_13_17,"For any children aged 13-17, what negative behaviour changes has the household observed?",yes,,${changes_behaviors_minors}='yes',,"not(selected(., 'no_children_13_17')) and not(selected(., 'no_negative_behaviour_changes_13_17')) or count-selected(.) = 1","Cannot select ""No children in the household aged 13-17"" or ""No negative behavior changes in children aged 13-17"" with other options",ÈÇáäÓÈÉ áÃí ÃØİÇá ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 13 æ 17 ÚÇãğÇ¡ ãÇ åí ÇáÊÛííÑÇÊ ÇáÓáÈíÉ İí ÇáÓáæß ÇáÊí áÇÍÙÊåÇ ÇáÃÓÑÉ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ íæÌÏ ÃØİÇá İí ÇáÃÓÑÉ  ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 13-17"" Ãæ ""áÇ íÊÛíÑ ÇáÓáæß ÇáÓáÈí ÚäÏ ÇáÃØİÇá ÇáĞíä ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 13-17"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
end_group,,,,,,,,,,,,,,,,
note,displacement_section,Displacement,,,"${displacement_status}=""idp"" or ${displacement_status}=""returnee""",,,,ÇáäÇÒÍæä æ ÇáÚÇÆÏæä ,,,,,,,
begin_group,displacement,Displacement,yes,,"${displacement_status}=""idp"" or ${displacement_status}=""returnee""",,,,ÇáäÇÒÍæä æ ÇáÚÇÆÏæä ,,,,,,,
select_one displaced_year,initially_displaced_year,When was your household initially displaced from your baladiya? ,yes,,,quick,,,ãÊì äÒÍÊ ÃÓÑÊß Çæá ãÑÉ ãä ÇáÈáÏíÉ ÇáÎÇÕÉ Èßã¿,,,,,,,
select_one displaced_year,returned_year,When did your household return to this baladiya after your most recent incidence of displacement?,yes,,"${displacement_status}=""returnee""",quick,,, ãÊì ÚÇÏÊ ÃÓÑÊß Åáì åĞå ÇáÈáÏÉ ÈÚÏ ÍÏæË ÇáäÒæÍ ÇáÃÎíÑ¿,,,,,,,
select_one yes_no,first_place_displacement,Is this baladiya your household's first place of displacement? ,yes,,"${displacement_status}=""idp""",quick,,,åá åĞå ÇáÈáÏíÉ åí Ãæá ãßÇä äÒæÍ áÚÇÆáÊß¿,,,,,,,
integer,times_displaced_since_2011,How many times has your household been displaced since 2011?,yes,,,,.>0,, ßã ãÑÉ äÒÍÊ ÃÓÑÊß ãäĞ 2011¿,,,,,,,
select_one displaced_year,arrived_this_baladiya,When did your household arrive in this baladiya? ,yes,,,quick,,, ãÊì æÕáÊ ÃÓÑÊß Åáì åĞå ÇáÈáÏíÉ¿,,,,,,,
select_one mantika,mantika_before_displacement,What mantika in Libya was your household living in before your displacement?,yes,,"${displacement_status}=""idp""",quick,,, ãÇåí ÇáãäØŞÉ ÇááíÈíÉ ÇáÊí ßÇäÊ ÊÚíÔ İíåÇ ÃÓÑÊß ŞÈá ÇáäÒæÍ¿,,,,,,,
select_one baladiya,baladiya_before_displacement,What baladiya in Libya was your household living in before your displacement?,yes,,"${displacement_status}=""idp""",quick,,, ãÇåí ÇáÈáÏíÉ ÇááíÈíÉ ÇáÊí ßÇäÊ ÊÚíÔ İíåÇ ÃÓÑÊß ŞÈá ÇáäÒæÍ¿,,mantika = ${mantika_before_displacement},,,,,
text,baladiya_before_displacement_other,"If other, Please specify",yes,,${baladiya_before_displacement}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple push_factors,push_factors,What are the main reasons why your household left its baladiya of origin?,yes,,,,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",ãÇ åí ÇáÃÓÈÇÈ ÇáÑÆíÓíÉ æÑÇÁ ãÛÇÏÑÉ ÚÇÆáÊß áãäÔÃåÇ ÇáÃÕáí¿ ,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,push_factors_other,"If other, Please specify",yes,,"selected(${push_factors},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple didnt_return_home_reasons,didnt_return_home_reasons,What are the main reasons why your household has not returned to its baladiya of origin?,yes,,"${displacement_status}=""idp""",,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options", ãÇ åí ÇáÃÓÈÇÈ ÇáÑÆíÓíÉ áÚÏã ÚæÏÉ ÇÓÑÊß Åáì ãäØŞÊåÇ ÇáÃÕáíÉ¿ ,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,didnt_return_home_reasons_other,"If other, Please specify",yes,,"selected(${didnt_return_home_reasons},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple pull_factors,pull_factors,Why did your household choose to move or come back to this baladiya specifically?,yes,,,,"if(${displacement_status}=""idp"",not(selected(., 'conflict_ended')),not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1)","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options. If ""IDP"", the option ""Conflict is over in my baladiya"" cannot be selected",  áãÇĞÇ ÇÎÊÇÑÊ ÃÓÑÊß ÇáÓßä İí Ãæ ÇáÚæÏÉ Åáì åĞå ÇáãäØŞÉ Úáì æÌå ÇáÊÍÏíÏ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì. ÅĞÇ ßÇä ""äÇÒÍÇğ ÏÇÎáíÇğ""  áÇ íãßä ÅÎÊíÇÑ """"",,,,,,
text,pull_factors_other,"If other, Please specify",yes,,"selected(${pull_factors},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,problems_faced_upon_return,"When your household returned to your community, did you experience any of the following? ",yes,,"${displacement_status}=""returnee""",,,,ÚäÏãÇ ÚÏÊ Åáì ãÌÊãÚß åá æÇÌåÊ ÃíÇ ããÇ íáí¿,,,,,,,
select_one yes_no_dk_dwta,house_occupied,House occupied,yes,,,quick,,,ÇáãäÒá Ãæ ÇáããÊáßÇÊ íÔÛáåÇ ÃÔÎÇÕ ÂÎÑæä,,,,,,,
select_one yes_no_dk_dwta,inability_prove_legal_ownership,Inability to prove legal ownership,yes,,,quick,,,ÚÏã ÇáŞÏÑÉ Úáì ÅËÈÇÊ ÇáãáßíÉ ÇáŞÇäæäíÉ ááãäÒá Ãæ ÇáããÊáßÇÊ,,,,,,,
select_one yes_no_dk_dwta,hostility_from_local_community,Hostility from local community,yes,,,quick,,,ÇáÚÏÇÁ ãä ÇáãÌÊãÚ ÇáãÍáí,,,,,,,
select_one yes_no_dk_dwta,lack_security_area,Lack of security,yes,,,quick,,,ÇäÚÏÇã ÇáÃãä İí ÇáãäØŞÉ,,,,,,,
select_one yes_no_dk_dwta,parts_house_property_destroyed,Parts of house or property destroyed,yes,,,quick,,,ÃÌÒÇÁ ãä ÇáãäÒá Ãæ ÇáããÊáßÇÊ ÏãÑÊ,,,,,,,
