data,Libya,Sebha_idp,Aljufra_idp,Aljufra_non_displaced,Tripoli_idp,Wadi Ashshati_non_displaced,Wadi Ashshati_idp,Aljfara_non_displaced,Sebha_non_displaced,Tripoli_non_displaced,Aljfara_idp,Ejdabia_non_displaced,Tripoli_returnee,Alkufra_idp,Sirt_non_displaced,Ghat_non_displaced,Derna_returnee,Al Jabal Al Gharbi_non_displaced,Azzawya_non_displaced,Zwara_non_displaced,Ejdabia_idp,Alkufra_non_displaced,Al Jabal Al Gharbi_idp,Sirt_returnee,Sirt_idp,Murzuq_non_displaced,Sebha_returnee,Misrata_non_displaced,Misrata_idp,Ghat_idp,Zwara_idp,Murzuq_idp,Al Jabal Al Gharbi_returnee,Alkufra_returnee,Benghazi_returnee,Benghazi_idp,Derna_non_displaced,Benghazi_non_displaced,Azzawya_idp,Aljfara_returnee,Derna_idp,Murzuq_returnee,Azzawya_returnee,Ubari_non_displaced,Ubari_idp,Zwara_returnee,Ghat_returnee,Misrata_returnee,Wadi Ashshati_returnee,Ubari_returnee,Ejdabia_returnee
Better opportunity to move abroad ,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,1,0,NA,NA,0,NA,NA,NA,2,NA,1,0,0,NA,0,NA,3,0,1,0,0,0,0,1,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0
Conflict is over in my baladiya,51,0,0,NA,0,NA,0,NA,NA,NA,0,NA,59,0,NA,NA,77,NA,NA,NA,0,NA,0,78,0,NA,78,NA,0,0,0,0,73,78,83,0,NA,NA,0,83,0,3,26,NA,0,52,8,89,44,54,45
Prefer not to answer,0,0,0,NA,4,NA,0,NA,NA,NA,0,NA,1,0,NA,NA,0,NA,NA,NA,0,NA,0,0,0,NA,0,NA,1,0,0,0,1,0,0,2,NA,NA,0,0,0,0,0,NA,1,0,0,0,0,0,0
Other (specify),1,0,0,NA,1,NA,1,NA,NA,NA,1,NA,1,0,NA,NA,0,NA,NA,NA,2,NA,6,0,0,NA,0,NA,2,0,0,0,0,0,1,2,NA,NA,1,0,0,0,0,NA,0,0,0,0,3,0,0
My tribe is here   ,21,27,94,NA,1,NA,15,NA,NA,NA,17,NA,0,72,NA,NA,29,NA,NA,NA,51,NA,29,27,25,NA,72,NA,17,59,17,48,61,22,19,14,NA,NA,6,31,74,77,21,NA,12,25,81,10,67,20,73
More opportunity for better education services,2,23,6,NA,8,NA,4,NA,NA,NA,0,NA,3,2,NA,NA,0,NA,NA,NA,5,NA,0,1,2,NA,1,NA,2,1,1,3,0,0,0,3,NA,NA,3,0,1,3,0,NA,2,0,0,0,0,0,0
Better opportunity to move to another place within Libya ,1,1,10,NA,1,NA,0,NA,NA,NA,2,NA,0,0,NA,NA,0,NA,NA,NA,6,NA,0,0,1,NA,0,NA,3,0,0,7,0,0,0,2,NA,NA,0,0,1,0,0,NA,4,0,0,0,0,0,0
Friends or family living here              ,36,32,3,NA,40,NA,38,NA,NA,NA,60,NA,16,76,NA,NA,42,NA,NA,NA,42,NA,51,16,67,NA,64,NA,51,73,34,79,78,24,34,34,NA,NA,46,37,7,90,81,NA,50,25,40,2,31,38,53
More economic opportunities here                ,6,45,0,NA,30,NA,21,NA,NA,NA,1,NA,9,4,NA,NA,0,NA,NA,NA,23,NA,3,0,2,NA,17,NA,23,1,1,2,1,1,0,8,NA,NA,1,0,0,15,0,NA,3,2,1,0,0,4,0
"1. House, property or land occupied by other persons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,94.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.83,NA,NA,NA,93.46,NA,NA,NA,NA,NA,NA,96.55,NA,NA,100,NA,NA,NA,NA,NA,90.74,98.75,95.8,NA,NA,NA,NA,96.97,NA,97.44,100,NA,NA,99.06,94.87,98.17,100,83.33,98.33
Yes,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,NA,NA,NA,5.61,NA,NA,NA,NA,NA,NA,2.59,NA,NA,0,NA,NA,NA,NA,NA,8.33,0,3.36,NA,NA,NA,NA,1.01,NA,2.56,0,NA,NA,0.94,5.13,0,0,14.91,1.67
Don't know,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.86,NA,NA,0,NA,NA,NA,NA,NA,0.93,0,0.84,NA,NA,NA,NA,2.02,NA,0,0,NA,NA,0,0,1.83,0,1.75,0
Prefer not to answer,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,1.25,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0
2. Inability to prove legal ownership of the house/property ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,94.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.38,NA,NA,NA,95.33,NA,NA,NA,NA,NA,NA,99.14,NA,NA,98.91,NA,NA,NA,NA,NA,94.44,100,95.8,NA,NA,NA,NA,97.98,NA,100,98.25,NA,NA,99.06,97.44,95.41,100,71.05,100
Yes,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.03,NA,NA,NA,3.74,NA,NA,NA,NA,NA,NA,0.86,NA,NA,1.09,NA,NA,NA,NA,NA,5.56,0,2.52,NA,NA,NA,NA,1.01,NA,0,1.75,NA,NA,0.94,1.28,4.59,0,28.95,0
Don't know,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,1.68,NA,NA,NA,NA,1.01,NA,0,0,NA,NA,0,1.28,0,0,0,0
Prefer not to answer,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0
3. Hostility from the local community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,91.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.93,NA,NA,NA,79.44,NA,NA,NA,NA,NA,NA,96.55,NA,NA,83.7,NA,NA,NA,NA,NA,83.33,96.25,96.64,NA,NA,NA,NA,84.85,NA,92.31,92.98,NA,NA,85.85,98.72,94.5,72.22,79.82,100
Yes,5.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31,NA,NA,NA,18.69,NA,NA,NA,NA,NA,NA,0,NA,NA,16.3,NA,NA,NA,NA,NA,14.81,1.25,1.68,NA,NA,NA,NA,11.11,NA,7.69,1.75,NA,NA,11.32,1.28,3.67,22.22,17.54,0
Don't know,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,3.45,NA,NA,0,NA,NA,NA,NA,NA,1.85,2.5,1.68,NA,NA,NA,NA,1.01,NA,0,3.51,NA,NA,2.83,0,1.83,0,2.63,0
Prefer not to answer,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,3.03,NA,0,1.75,NA,NA,0,0,0,5.56,0,0
4. Lack of security in area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,75.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9,NA,NA,NA,82.24,NA,NA,NA,NA,NA,NA,93.1,NA,NA,22.83,NA,NA,NA,NA,NA,8.33,63.75,74.79,NA,NA,NA,NA,30.3,NA,87.18,77.19,NA,NA,83.02,100,85.32,100,46.49,100
Yes,22.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.93,NA,NA,NA,16.82,NA,NA,NA,NA,NA,NA,3.45,NA,NA,77.17,NA,NA,NA,NA,NA,89.81,35,23.53,NA,NA,NA,NA,69.7,NA,12.82,21.05,NA,NA,16.04,0,14.68,0,51.75,0
Prefer not to answer,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,3.45,NA,NA,0,NA,NA,NA,NA,NA,0.93,0,1.68,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0
Don't know,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0.93,1.25,0,NA,NA,NA,NA,0,NA,0,1.75,NA,NA,0.94,0,0,0,1.75,0
5. Parts of house or property destroyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,54.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.31,NA,NA,NA,54.21,NA,NA,NA,NA,NA,NA,71.55,NA,NA,77.17,NA,NA,NA,NA,NA,11.11,60,42.86,NA,NA,NA,NA,24.24,NA,84.62,73.68,NA,NA,60.38,66.67,77.98,58.33,52.63,95
Yes,44.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.52,NA,NA,NA,44.86,NA,NA,NA,NA,NA,NA,28.45,NA,NA,22.83,NA,NA,NA,NA,NA,88.89,40,56.3,NA,NA,NA,NA,75.76,NA,15.38,26.32,NA,NA,39.62,33.33,22.02,41.67,44.74,5
Don't know,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,2.63,0
Prefer not to answer,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0.84,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0
6. Valuables in house or property missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,57.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.28,NA,NA,NA,81.31,NA,NA,NA,NA,NA,NA,26.72,NA,NA,30.43,NA,NA,NA,NA,NA,88.89,72.5,72.27,NA,NA,NA,NA,79.8,NA,15.38,77.19,NA,NA,38.68,23.08,27.52,55.56,59.65,3.33
No,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.14,NA,NA,NA,17.76,NA,NA,NA,NA,NA,NA,72.41,NA,NA,69.57,NA,NA,NA,NA,NA,11.11,27.5,26.89,NA,NA,NA,NA,20.2,NA,84.62,22.81,NA,NA,61.32,76.92,71.56,44.44,37.72,96.67
Prefer not to answer,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,0.86,NA,NA,0,NA,NA,NA,NA,NA,0,0,0.84,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0
Don't know,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0.92,0,2.63,0
7. Inability to move freely in the area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,80.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.07,NA,NA,NA,68.22,NA,NA,NA,NA,NA,NA,99.14,NA,NA,32.61,NA,NA,NA,NA,NA,28.7,82.5,84.03,NA,NA,NA,NA,35.35,NA,97.44,85.96,NA,NA,92.45,97.44,94.5,97.22,48.25,100
Yes,17.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.34,NA,NA,NA,28.97,NA,NA,NA,NA,NA,NA,0,NA,NA,67.39,NA,NA,NA,NA,NA,71.3,17.5,14.29,NA,NA,NA,NA,64.65,NA,2.56,12.28,NA,NA,7.55,1.28,4.59,2.78,51.75,0
Don't know,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,0.86,NA,NA,0,NA,NA,NA,NA,NA,0,0,1.68,NA,NA,NA,NA,0,NA,0,1.75,NA,NA,0,1.28,0.92,0,0,0
Prefer not to answer,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,1.87,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0
"8. Basic services at the HH level (e.g., electricity, water) which worked before displacement no longer working",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,59.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.1,NA,NA,NA,71.03,NA,NA,NA,NA,NA,NA,80.17,NA,NA,86.96,NA,NA,NA,NA,NA,7.41,8.75,49.58,NA,NA,NA,NA,64.65,NA,92.31,91.23,NA,NA,49.06,84.62,89.91,58.33,16.67,98.33
Yes,39.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,NA,NA,NA,27.1,NA,NA,NA,NA,NA,NA,19.83,NA,NA,13.04,NA,NA,NA,NA,NA,92.59,90,49.58,NA,NA,NA,NA,34.34,NA,7.69,8.77,NA,NA,50,15.38,10.09,41.67,81.58,1.67
Don't know,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,1.25,0.84,NA,NA,NA,NA,1.01,NA,0,0,NA,NA,0.94,0,0,0,0.88,0
Prefer not to answer,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0.88,0
"9. Basic services at the community level (e.g., hospitals, health facilities, education) which worked before displacement no longer working",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,60.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.62,NA,NA,NA,79.44,NA,NA,NA,NA,NA,NA,75,NA,NA,94.57,NA,NA,NA,NA,NA,12.96,20,49.58,NA,NA,NA,NA,67.68,NA,92.31,85.96,NA,NA,85.85,91.03,88.07,69.44,27.19,100
Yes,38.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.79,NA,NA,NA,19.63,NA,NA,NA,NA,NA,NA,25,NA,NA,5.43,NA,NA,NA,NA,NA,85.19,80,50.42,NA,NA,NA,NA,31.31,NA,7.69,10.53,NA,NA,12.26,8.97,11.93,30.56,71.93,0
Prefer not to answer,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0
Don't know,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1.85,0,0,NA,NA,NA,NA,1.01,NA,0,3.51,NA,NA,1.89,0,0,0,0.88,0
10. Mobile phone network coverage which had worked before displacement no longer working,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.38,NA,NA,NA,57.94,NA,NA,NA,NA,NA,NA,78.45,NA,NA,92.39,NA,NA,NA,NA,NA,20.37,10,59.66,NA,NA,NA,NA,81.82,NA,94.87,94.74,NA,NA,41.51,96.15,53.21,77.78,8.77,95
Yes,37.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31,NA,NA,NA,38.32,NA,NA,NA,NA,NA,NA,21.55,NA,NA,7.61,NA,NA,NA,NA,NA,78.7,88.75,39.5,NA,NA,NA,NA,18.18,NA,2.56,5.26,NA,NA,56.6,2.56,46.79,22.22,90.35,3.33
Don't know,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0.93,1.25,0.84,NA,NA,NA,NA,0,NA,2.56,0,NA,NA,1.89,1.28,0,0,0.88,1.67
Prefer not to answer,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0
11. Other (specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,79.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.07,NA,NA,NA,94.39,NA,NA,NA,NA,NA,NA,81.03,NA,NA,73.91,NA,NA,NA,NA,NA,27.78,97.5,83.19,NA,NA,NA,NA,56.57,NA,94.87,94.74,NA,NA,45.28,98.72,91.74,97.22,59.65,100
Don't know,10.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.21,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,2.59,NA,NA,21.74,NA,NA,NA,NA,NA,3.7,1.25,11.76,NA,NA,NA,NA,33.33,NA,2.56,3.51,NA,NA,51.89,1.28,4.59,2.78,15.79,0
Yes,8.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.87,NA,NA,NA,NA,NA,NA,16.38,NA,NA,4.35,NA,NA,NA,NA,NA,67.59,1.25,5.04,NA,NA,NA,NA,5.05,NA,2.56,1.75,NA,NA,1.89,0,3.67,0,24.56,0
Prefer not to answer,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0.93,0,0,NA,NA,NA,NA,5.05,NA,0,0,NA,NA,0.94,0,0,0,0,0
"What are your household's intentions, if any, to move to a new place of residence in the next 6 months? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stay in the current baladiya of residence,52.35,45.54,1.3,NA,9.28,NA,10.59,NA,NA,NA,9.26,NA,25,15.53,NA,NA,69.16,NA,NA,NA,12.61,NA,5.56,40.52,12.26,NA,72.83,NA,38.79,87.39,38.24,33.33,92.59,65,84.03,40.35,NA,NA,2.68,50.51,0,82.05,98.25,NA,17.65,56.6,92.31,1.83,66.67,71.93,100
Return to the baladiya of origin,40.29,41.96,98.7,NA,89.69,NA,71.76,NA,NA,NA,80.56,NA,71.55,81.55,NA,NA,18.69,NA,NA,NA,86.49,NA,88.89,54.31,86.79,NA,10.87,NA,54.31,11.71,59.8,62.07,5.56,17.5,8.4,42.11,NA,NA,93.75,16.16,98.78,15.38,0,NA,78.43,34.91,7.69,98.17,11.11,11.4,0
Settle elsewhere within Libya,4.54,12.5,0,NA,0,NA,11.76,NA,NA,NA,7.41,NA,1.72,2.91,NA,NA,5.61,NA,NA,NA,0.9,NA,0,5.17,0,NA,16.3,NA,2.59,0,0,4.6,0.93,13.75,3.36,16.67,NA,NA,0,17.17,0,2.56,0,NA,3.92,6.6,0,0,11.11,13.16,0
Move to a country outside of Libya,2.81,0,0,NA,1.03,NA,5.88,NA,NA,NA,2.78,NA,1.72,0,NA,NA,6.54,NA,NA,NA,0,NA,5.56,0,0.94,NA,0,NA,4.31,0.9,1.96,0,0.93,3.75,4.2,0.88,NA,NA,3.57,16.16,1.22,0,1.75,NA,0,1.89,0,0,11.11,3.51,0
Where does your household plan to move to?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU,79.21,NA,NA,NA,0,NA,100,NA,NA,NA,100,NA,100,NA,NA,NA,100,NA,NA,NA,NA,NA,66.67,NA,100,NA,NA,NA,100,0,50,NA,100,66.67,100,0,NA,NA,25,93.75,100,NA,0,NA,NA,0,NA,NA,100,100,NA
North Africa,17.22,NA,NA,NA,100,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,16.67,NA,0,NA,NA,NA,0,100,0,NA,0,33.33,0,100,NA,NA,25,0,0,NA,100,NA,NA,50,NA,NA,0,0,NA
Other (specify),3.57,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,16.67,NA,0,NA,NA,NA,0,0,50,NA,0,0,0,0,NA,NA,50,6.25,0,NA,0,NA,NA,50,NA,NA,0,0,NA
Why does your household plan to move to a country outside of Libya?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No opportunity for work in Libya,19,NA,NA,NA,0,NA,40,NA,NA,NA,0,NA,50,NA,NA,NA,43,NA,NA,NA,NA,NA,33,NA,100,NA,NA,NA,20,100,50,NA,0,67,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,25,75,NA
Don't know,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA
No security or too much conflict in Libya,23,NA,NA,NA,0,NA,60,NA,NA,NA,33,NA,0,NA,NA,NA,43,NA,NA,NA,NA,NA,33,NA,0,NA,NA,NA,100,100,0,NA,0,33,0,0,NA,NA,25,100,100,NA,100,NA,NA,100,NA,NA,25,100,NA
Prefer not to answer,6,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,50,NA,0,0,0,100,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA
Presence of explosive hazards in Libya,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA
Friends or family live abroad,12,NA,NA,NA,0,NA,20,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,33,NA,0,NA,NA,NA,0,0,0,NA,100,33,20,0,NA,NA,50,12,0,NA,0,NA,NA,0,NA,NA,0,0,NA
"Problems accessing principal services in Libya (e.g., health, education)",26,NA,NA,NA,100,NA,60,NA,NA,NA,33,NA,0,NA,NA,NA,29,NA,NA,NA,NA,NA,17,NA,100,NA,NA,NA,20,0,50,NA,0,67,20,0,NA,NA,25,6,0,NA,100,NA,NA,50,NA,NA,100,25,NA
To study abroad,52,NA,NA,NA,100,NA,20,NA,NA,NA,67,NA,50,NA,NA,NA,29,NA,NA,NA,NA,NA,67,NA,0,NA,NA,NA,0,0,0,NA,0,33,80,0,NA,NA,50,12,0,NA,100,NA,NA,0,NA,NA,50,25,NA
Other (specify),3,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,29,NA,NA,NA,NA,NA,17,NA,0,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,NA
What are your household's top 3 priority needs?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Access to means of communication (mobile phone network coverage or mobile phone credit),2,0,0,0,7,1,0,0,0,5,0,0,5,1,0,0,3,1,1,0,0,3,1,0,0,0,0,2,2,1,0,0,0,0,1,0,0,2,0,0,0,3,0,1,0,0,0,0,0,38,0
Employment (livelihood opportunities),9,27,3,1,1,15,47,14,21,4,13,10,3,8,1,5,7,2,1,3,5,17,4,2,4,8,13,29,42,13,1,11,0,19,7,4,20,10,2,27,27,5,12,7,6,6,17,43,28,11,0
"Legal assistance (e.g., civil documentation, house/land/property, family law)",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,1,0,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0
Don't know,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Explosive hazard clearance, risk education, or services for survivors",1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0
Education for children,6,4,0,0,5,23,9,1,5,5,15,12,1,2,9,0,9,5,3,2,4,21,1,8,5,1,5,11,5,0,8,1,0,10,9,10,1,7,2,9,0,0,4,5,1,12,0,7,14,1,13
Gender-based violence support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Medical care,52,34,82,80,54,35,21,44,47,48,63,48,19,30,78,65,67,40,80,38,44,67,36,58,58,68,46,62,53,60,28,74,30,69,45,36,89,42,79,54,89,54,84,46,63,61,63,48,47,32,72
Shelter support,8,21,12,3,24,1,2,5,4,11,11,10,3,25,3,9,7,4,5,4,52,2,21,9,28,10,4,4,29,38,8,14,24,2,11,41,7,5,6,4,7,10,11,2,4,8,33,1,6,20,2
"Psychosocial support (e.g., counseling)",1,3,0,0,0,1,0,0,0,0,5,1,1,0,2,0,2,0,3,2,0,0,2,0,0,1,0,0,3,0,0,1,1,0,0,1,1,3,0,0,2,0,2,0,0,1,1,0,0,6,0
Child-friendly spaces or activities,5,8,0,0,5,6,1,8,10,12,2,3,5,0,1,0,0,2,1,0,0,2,5,0,0,4,10,3,1,0,1,2,2,1,1,1,1,4,1,3,0,0,0,3,0,1,0,0,3,6,0
Sanitation services,6,3,1,0,0,18,13,1,2,1,0,20,2,5,0,3,7,4,4,1,8,1,1,3,1,5,5,6,1,3,1,3,2,2,15,7,3,15,5,0,1,10,2,22,12,0,1,0,14,0,33
Other (specify),2,4,0,0,14,0,0,0,0,8,0,0,6,1,0,0,0,7,1,0,1,0,8,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity or fuel,31,45,82,94,31,61,40,35,49,46,23,13,24,11,17,45,14,27,7,39,5,56,9,30,20,51,74,59,43,23,22,59,40,59,7,11,8,6,1,54,0,62,2,81,80,16,12,61,75,61,7
