data,Libya,idp,non_displaced,returnee
Why hasn't your household applied to get new documentation?,,,,
Not familiar with the procedures,21,17,24,10
Safety risks to travel to civil registry ,1,8,0,0
Don't know,0,0,0,0
Process is too complicated and takes time ,30,48,22,55
No functioning civil registry nearby,20,4,26,2
Other (specify),1,16,0,0
"Already have a different document that replaces the official one  (i.e., document replacing family book)",33,6,27,72
Cannot access relevant authorities in area of displacement  ,1,16,0,0
Prefer not to answer,0,0,0,0
Presence of explosive hazards,,,,
No,89.08,84.16,89.59,86.92
Yes,6.14,8.46,5.68,8.97
Don't know,4.61,6.31,4.65,3.51
Prefer not to answer,0.18,1.07,0.08,0.6
What course of action did your household take?,,,,
Contacted local authorities,44.27,27.29,45.13,44.34
No action taken,39.31,56.91,37.93,44.71
"Self-help (i.e., cleared the explosive hazard themselves)",5.71,0.79,6.21,2.87
Contacted hotline/emergency services                      ,4.62,10.91,4.7,0.11
Contacted a mine action authority (specify),3.11,3.51,2.65,7.98
Don't know,1.79,0.58,2.01,0
Contacted an international organisation ,1.2,0,1.37,0
Have any members of the household received any form of explosive hazards risk awareness?,,,,
No,80.9,83.24,80.86,80.1
Yes,14.92,12.03,14.68,18.36
Don't know,4.1,3.99,4.46,1.08
Prefer not to answer,0.08,0.74,0,0.46
Has any member of your household been harmed as a result of being exposed to an explosive hazard in the past?,,,,
"No, no one injured or killed",96.29,96.25,96.5,94.48
"Yes, adult member(s) injured",2.04,2.44,2.02,2.11
"Yes, adult member(s) killed",1.32,0.74,1.22,2.44
Prefer not to answer,0.31,0.49,0.25,0.82
"Yes, child/children killed",0.03,0,0.02,0.16
"Yes, child/children injured",0,0.08,0,0
"Has the affected person or anyone else in the household received any rehabilitation, health care, special assistance, or government assistance? ",,,,
"Yes, support in physical therapy and functional rehabilitation",16,23,15,16
"Yes, other type of assistance (specify)",3,1,3,0
"Yes, donation of mobility devices (wheelchairs, crutches, etc.)",9,0,10,0
Prefer not to answer,8,15,6,24
"Yes, psychological and psychosocial support",8,10,7,17
"Yes, financial support",24,5,25,16
Assistance needed but none received,15,34,14,13
"Yes, donation of prosthesis & orthotics (artificial limb, externally applied device, etc.)",0,2,0,0
Do not need assistance,38,22,41,18
From what source did they receive this assistance? ,,,,
"Specialist healthcare (hospital, clinic, etc.)",33,40,33,31
Ministry of Health,23,13,25,7
Local NGO,6,1,5,16
Ministry of Martyrs,22,7,22,31
Social Solidarity Fund,6,9,6,2
Private donations,3,1,3,5
Family,6,8,7,0
Municipal authorities,17,16,18,6
Other (specify),0,0,0,0
Martyrs' association,1,5,0,10
Religious authorities,1,0,1,0
Ministry of Social Affairs,4,17,4,1
International NGO,5,2,5,14
Other government,2,0,2,0
Does your household have any missing family members?,,,,
No,98.03,95.47,98.39,96.1
Yes,1.53,3.41,1.4,1.75
Don't know,0.29,0.78,0.14,1.29
Prefer not to answer,0.16,0.34,0.07,0.87
1. <18 minors,,,,
Average,0,0,0,0
2. 18+ adults,,,,
Average,1.02,1.12,1,1.09
How long have they been missing?,,,,
More than 5 years,59.06,40.24,58.22,69.33
3-5 years,18.87,33.67,20.46,6.22
Less than 1 year,12.34,14.27,11.9,13.9
1-2 years,9.73,11.82,9.42,10.56
Have you observed or are you aware of any movement restrictions in your mahalla in the last three months?,,,,
No,79.83,76.86,79.14,87.19
Yes,16.5,18,17.47,7.46
Don't know,2.91,4.36,2.64,4.54
Prefer not to answer,0.76,0.78,0.75,0.81
What are the causes of movement restrictions in your mahalla?,,,,
Don't know,0,2,0,0
Checkpoints,47,31,47,46
Prefer not to answer,1,0,1,0
Presence of explosive hazards,3,1,3,0
General violence,9,15,9,17
Lack of identity documents,1,0,2,0
Other (specify),0,0,0,0
Rules imposed by concerned authorities,16,6,16,21
Activities of armed groups,61,85,60,61
